id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,Thời gian ghi nhận,Gia_Thuc_Te_Trieu,Gia_AI_Du_Doan_Trieu,Co_Bat_Thuong,Ly_Do_Chi_Tiet
6191,Z1000 cam 2017 siêu keng,238.000.000 đ,242.63 tr,284.82 tr,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","🆘 Z1000 cam 2017 siêu nét 🆘
✅Xe biển HCM sang tên toàn quốc 1%
✅Odo 12k đã service full
✅Xe lên sẵn chống đổ, bảo vệ két nước; pô móc
❤️‍🔥Giá 23x triệu
Xem xe quận 8 ship toàn quốc, bảo hành đầy đủ
❌❌Liên hệ *** ( Quang )❌❌",Kawasaki,Z1000,2018,12000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123847688.htm,2025-11-28 15:50:25,238.0,133.39928,1,Giá CAO bất thường. AI dự đoán: 133.40 tr. (Cao hơn 78%)
6211,"Kẹt tiền đành chia tay em FuNeo 207, máy Dream125.",60.000.000 đ,21.86 tr,25.66 tr,"Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","M cần bán chiếc FuNeo 207, máy Dream125.dọn tâm huyết.chỉ vô đồ xịn.xe cực kỳ cứng cáp, bao cứng, bao đi đường xa.các anh chị Cô Chú lớn tuổi đi sẽ rất thích.dọn xong xuôi trên 80..giờ kẹt đành bán lỗ.ae Cô Chú nào cần alo hoặc nhắn tin.ban ngày m đi làm nên nhiều lúc ko nghe máy đc.xe m bao ký giấy hoặc công chứng, rút hồ sơ.xem xe Bình Chánh vào chiều tối, sđt ***",Honda,Future,2007,10000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123651417.htm,2025-11-28 15:50:25,60.0,16.501133,1,Giá CAO bất thường. AI dự đoán: 16.50 tr. (Cao hơn 264%)
6215,kẹt tiền bán gấp yaz thùng LƯỚT 800km HQTL sag tên,480.000.000 đ,52.44 tr,61.56 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","E kẹt vốn bán gấp xe nhà sử dụng. Mua trưng bày ở nhà. Lăn bánh nhẹ 800km. Xe thùng zin nguyên con mới leng keng xà beng. Xe Yaz Movistar H030 đầu. HQTL sksm Zin. sang tên rút nhập toàn quốc. 
Xe đã lên full 5 món ăn chơi. Bên a Vũ LVS ( có clip) Subco mỹ. VF4. BRT. MSD. Lửa. Mua bán tại nhà ký cam kết bảo lãnh pháp lý trọn đời cho ae chơi. Trục trặc e hoàn đủ tiền. Đền thêm 10tr cafe. ib zl e 0baba5haitam9batam0
Chốt cứng 480cu. Kèm luôn bstp 59Y ( 3.7777). Siêu đẹp Phong Thuỷ. Ông trời nhỏ. Ông trời lớn. Ai hỏi có tl ko thì tự vả vào mồm nha. Vì xe zin lướt nay ngta bán 470tr rồi. Chưa tính bs đẹp cỡ 100tr nữa. Chưa tính 4 món mỹ cỡ 20tr nữa. E kẹt nên cần bán nhanh.",Yamaha,YAZ,2024,800,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123611655.htm,2025-11-28 15:50:25,480.0,81.070366,1,Giá CAO bất thường. AI dự đoán: 81.07 tr. (Cao hơn 492%)
6231,"Honda Jazz50 . Chính Chủ ,Dư dùng cần",44.000.000 đ,33.66 tr,39.52 tr,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","Honda jazz 50 hay gọi là Rebel 50 xe hải quan chính chủ. Số Khung Số Máy , số loại đều chuẩn chỉ . 
Dọn chưng chơi là chính , nay khong nhu cầu nên bán",Honda,Dòng khác,2019,1111,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123757965.htm,2025-11-28 15:50:25,44.0,10.626386,1,Giá CAO bất thường. AI dự đoán: 10.63 tr. (Cao hơn 314%)
6232,Wave Zx51Đầu,32.500.000 đ,10.24 tr,12.02 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","Lên Sóng Cho Anh Em Wave Zx51 Đầu Bstp Chính Chủ

▪️Máy móc 12ly54 Full Redleo
▪️Choá ZHi.PAT
▪️Heo Hell
▪️Niềng Nhôm RCB
▪️Yên gọt 2 tầng
▪️Nắp Đầu Tpt
▪️Phuộc Sau Rcb
▪️Chân Chống Inox 

💵 Giá 3x Nhỏ Xíu 

👉 𝐇𝐨̂̃ 𝐭𝐫𝐨̛̣ 𝐭𝐫𝐚̉ 𝐠𝐨́𝐩, 𝐛𝐚𝐨 𝐧𝐨̛̣ 𝐱𝐚̂́𝐮
👉 𝐁𝐚𝐨 𝐪𝐮𝐚𝐲 đ𝐚̂̀𝐮 % 𝐭𝐡𝐞𝐨 𝐭𝐡𝐢̣ 𝐭𝐫𝐮̛𝐨̛̀𝐧𝐠
👉 𝐋𝐮𝐨̂𝐧 𝐜𝐨́ 𝐜𝐟 𝐡𝐨𝐚 𝐡𝐨̂̀𝐧𝐠 𝐜𝐡𝐨 𝐚𝐞 𝐆𝐢𝐨̛́𝐢 𝐓𝐡𝐢𝐞̣̂𝐮
☎️ 𝐂𝐚𝐥𝐥: *** Thiên Thiên",Honda,Wave,2005,20000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123732961.htm,2025-11-28 15:50:25,32.5,12.249513,1,Giá CAO bất thường. AI dự đoán: 12.25 tr. (Cao hơn 165%)
6234,winer pxl bstp full option,23 đ,15.55 tr,18.25 tr,"Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","#Winner 150/2019 full option leng keng luôn ae ơi 😍
▪️Xe biển số thành phố, chính chủ (kí giấy 1p30s)

▪️Biển số: 50Y1-405.11

▪️Máy up PXL chạy bao nhẹ bao đã 

▪️Ecu RL Vracing 

▪️Áo đen leng keng & tem in máy tính

▪️Mâm CNC 

▪️Heo Frando trước Frando & đĩa Frando

▪️Heo sau Frando & pass cnc

▪️Chân chống đứng & nghiêng & chân thắng inox

▪️Full ốc Salaza & lông đền đỏ

▪️Phuộc Over racing bình dầu

▪️Cần số Ktech

▪️Gắp nhôm đồ chơi

▪️Full bộ đèn led trước

▪️Dĩa nhôm 7075 & sên ĐI

▪️Cổ pô titan

▪️Yên gọt 2 tầng 

▪️Bao tay TPT & gù Salaza 

▪️Ốc tán sáng trưng & dàn chân sạch sẽ …vv",Honda,Winner,2019,200000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123753428.htm,2025-11-28 15:50:25,2.3e-05,15.008982,1,Giá RẺ bất thường. AI dự đoán: 15.01 tr. (Thấp hơn 100%)
6236,wave apha 12ly54,27.500.000 đ,11.74 tr,13.78 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","Hàng về lên sóng cho anh em đam mê :

 Wave alpha 2004 máy 12ly54 (siêu lực)

- Bstp chính chủ ( ký UQ - MB đều được )

- Áo alpha zin siêu đẹp 

- Máy 12ly54 : dên ipon , đầu lòng zin alpha làm lên , Bình bông xịn 

- Phuộc nice zin , niềng nhôm căm crom,
full đĩa ,đầu đèn , mặt nạ 110

Giá em bán chỉ : 20 mấy triệu ( fix lộc )

Anh chị em hợp nhãn alo em nhen 🥰🥰

☎️ Hotline : *** Thiên Thiên",Honda,Wave,2004,20000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123751252.htm,2025-11-28 15:50:25,27.5,13.147316,1,Giá CAO bất thường. AI dự đoán: 13.15 tr. (Cao hơn 109%)
6249,Bán xe vision BCA,65.000.000 đ,29.53 tr,34.66 tr,"Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",- Xe đã chạy 8000 km. Chính chủ. Giá yêu thương,Honda,Vision,2024,8000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123707997.htm,2025-11-28 15:50:25,65.0,34.17012,1,Giá CAO bất thường. AI dự đoán: 34.17 tr. (Cao hơn 90%)
6256,xa tàu,500.000 đ,22.48 tr,26.39 tr,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",Mình cấn bán chiếc xe như hình giấy tờ đầy đủ ai cần ib mình,Hãng khác,Dòng khác,trước năm 1980,9999,Đã sử dụng,Xe số,Dưới 50 cc,Trung Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123698686.htm,2025-11-28 15:50:25,0.5,3.3169136,1,Giá RẺ bất thường. AI dự đoán: 3.32 tr. (Thấp hơn 85%)
6266,xe vario 2017 bs đẹp cần bán,61.000.000 đ,51.28 tr,60.19 tr,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","Cần bán chiếc xe Vario 150 đời 2017 biển số đẹp xe 9chủ đứng tên bao công chứng sang tên liền cho người mua, xe lên còn đủ 2 remote 
Xe mình đi rất kĩ thường xuyên bảo dưỡng và thay nhớt nên xe còn rất ngon chạy rất nhẹ và rất im, máy móc bao zin 100%. Bao Ae cái máy siêu êm chạy bao phê nhe..!
Dàn em mới sơn lại đẹp leng keng có bọc keo 
Xe lên ốc salaya 
Tiền nào của nấy nhe Ae.
Xem xe tại nhà bình chánh
Ae thiện chí mua alo trực tiếp dùm e",Honda,Vario,2017,74000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123629501.htm,2025-11-28 15:50:25,61.0,34.320824,1,Giá CAO bất thường. AI dự đoán: 34.32 tr. (Cao hơn 78%)
6282,Vulcans650 2023 full đồ chơi,1.580.000 đ,164.68 tr,193.32 tr,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","Vulcans650 2023 full đồ chơi
Odo 15k đã bảo dưỡng full
Xe sẵn chống đổ, BVKN, Pô arrow, baga và tựa lưng
Liên hệ sdt zalo *** Quang",Kawasaki,Vulcan,2023,15000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123634898.htm,2025-11-28 15:50:25,1.58,11.589329,1,Giá RẺ bất thường. AI dự đoán: 11.59 tr. (Thấp hơn 86%)
6284,Wave a 2014 lốc đen bs 61 09chủ,12.500.000 đ,7.97 tr,9.36 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","Wave a 2014 lốc đen bs 61 09chủ bao tranh chấp 
Đầu nồi zin chưa rớt 
Áo zin liền lạc có cặp bửng luôn nha
Máy im thi thầm
12.5trieu còn thương lượng 
Xe ở Vĩnh lộc a bình chánh HCM
Lh *** ae mua gọi trực tiếp có giá tốt...do bận ko rep ib dx nha👍👍🔥🔥🔥🔥",Honda,Wave,2014,50000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123629527.htm,2025-11-28 15:50:25,12.5,7.0938864,1,Giá CAO bất thường. AI dự đoán: 7.09 tr. (Cao hơn 76%)
6285,Cần bán future,27.500.000 đ,24.46 tr,28.71 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","Không có nhu cầu sử dụng nên cần bán chiếc future X, chính chủ vợ mình đứng tên ký giấy liền. Xe ở liên ấp 2-3-4, vĩnh lộc a, Bình Chánh.",Honda,Future,2011,20000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123627167.htm,2025-11-28 15:50:25,27.5,13.621935,1,Giá CAO bất thường. AI dự đoán: 13.62 tr. (Cao hơn 102%)
6290,xipo 110 E114 hải quan chính ngạch,184.000.000 đ,78.2 tr,91.8 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","Sipo 110 HQCN E114-M18 ngay chủ e đứng tên biển số 2 chữ cái 2025 
Xe em dọn full new đi áo 2000 
4 món ăn chơi
Bô r9 
Lưỡi gà N
ic BRT
Máy 59 
Bình xăng trái tim 
Cùm tăng domino xịn 
Giá 184 triệu fixx mạnh cho ae nào nhiệt tình 
Xe em dọn đi nên rất kỹ tính nay e có việc nên bán ae nào mến aloo em",Suzuki,Sport / Xipo,1997,100,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123609243.htm,2025-11-28 15:50:25,184.0,74.76484,1,Giá CAO bất thường. AI dự đoán: 74.76 tr. (Cao hơn 146%)
6298,không xài cả bán xe dream còn chạy tốt,2.200.000 đ,12.72 tr,14.94 tr,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",không xài cả bán xe dream còn chạy tốt không xài cả bán xe dream còn chạy tốt không xài cả bán xe dream còn chạy tốt,Honda,Dream,2011,258455,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123595025.htm,2025-11-28 15:50:25,2.2,8.929442,1,Giá RẺ bất thường. AI dự đoán: 8.93 tr. (Thấp hơn 75%)
6302,xe future 2010 còn zin. kẹt tiền còn thương lượng,17.000.000 đ,3.68 tr,4.32 tr,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",Xe chính chủ future 2010 còn cứng. Giá còn thương lượng nha anh em.. đang kẹt tiền nên bán,Hãng khác,Dòng khác,2010,999999,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123590891.htm,2025-11-28 15:50:25,17.0,6.480253,1,Giá CAO bất thường. AI dự đoán: 6.48 tr. (Cao hơn 162%)
6308,AB Thái Fi 2009,30.000.000 đ,8.66 tr,10.17 tr,"Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","AB Thái Fi 2009, biển số HCM chính chủ, nhẹ êm sạch sẽ",Honda,Air Blade,2009,30,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123561850.htm,2025-11-28 15:50:25,30.0,10.366095,1,Giá CAO bất thường. AI dự đoán: 10.37 tr. (Cao hơn 189%)
6316,có bớt ạ,13.500.000 đ,6.48 tr,7.61 tr,"Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",Xe còn mới máy đi im ru full chức năng,Yamaha,Sirius,2010,900000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123549539.htm,2025-11-28 15:50:25,13.5,6.740399,1,Giá CAO bất thường. AI dự đoán: 6.74 tr. (Cao hơn 100%)
6318,"Chính chủ cần bán Tracer 9 BSSG 59A3, ODO 5k",260.000.000 đ,220.8 tr,259.2 tr,"Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","Chính chủ cần bán Tracer 9 BSSG 59A3, ODO 5k còn tăng nhẹ.
Đồ chơi đi kèm :
 Chống đổ khung HEED
 Qs 2 chiều
 Che két nước
 Baga sau
 Thùng top 45L
 Đèn Tun 40x + bộ dây TUN-11
 Áp suất lốp.
 Giá đỡ điện thoại.

Giá 260T. Tin còn ở chợ tốt là còn xe.",Yamaha,Tracer,2023,5100,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123320474.htm,2025-11-28 15:50:25,260.0,142.52208,1,Giá CAO bất thường. AI dự đoán: 142.52 tr. (Cao hơn 82%)
6338,yamaha R1 1000cc chính chủ sang tên toàn quốc,82.000.000 đ,,,"Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","Yamaha R1 
1000cc sang tên toàn quốc

Biển SG, công chứng 1p30s",Yamaha,R,2014,40000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123497508.htm,2025-11-28 15:50:25,82.0,34.975273,1,Giá CAO bất thường. AI dự đoán: 34.98 tr. (Cao hơn 134%)
6343,Xe Libety 2011 xe Ý máy tốt còn 2 chìa zin biểnđẹp,13.000.000 đ,6.59 tr,7.73 tr,"Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","Xuất Xứ Ý 
Xe liberty 2011 
Biển đẹp 59L1 29898
Máy êm 
Xe thây nhớt định kỳ 
Giấy tờ hợp lệ .
Xe chính chủ ủy quyền công chứng 1 nốt nhạc . 
Xe Bao công chứng , sang tên khách tự chiệu .",Piaggio,Liberty,2011,61655,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123196037.htm,2025-11-28 15:50:25,13.0,6.931864,1,Giá CAO bất thường. AI dự đoán: 6.93 tr. (Cao hơn 88%)
6348,CẦN BÁN GẤP XE SH Ý,135.000.000 đ,3.35 tr,3.93 tr,"Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","xe không dùng cần thanh lý
xe chính chủ bán ko qua trung gian
liên hệ trực tiếp xem xe",Hãng khác,Dòng khác,2009,1000,Đã sử dụng,Tay ga,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123462219.htm,2025-11-28 15:50:25,135.0,20.69239,1,Giá CAO bất thường. AI dự đoán: 20.69 tr. (Cao hơn 552%)
6353,giá có bớt,2.200.000 đ,12.48 tr,14.66 tr,"Xã Đa Phước, Huyện Bình Chánh, Tp Hồ Chí Minh","_xe có làm máy
_pô có làm bài
_k chạy nữa nên bán",Honda,Wave,2025,1000,Đã sử dụng,Xe số,Không biết rõ,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123451717.htm,2025-11-28 15:50:25,2.2,20.936186,1,Giá RẺ bất thường. AI dự đoán: 20.94 tr. (Thấp hơn 89%)
6359,Xipo Hqcn,209.000.000 đ,58.28 tr,68.41 tr,"Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh","xipo 120 đời 99 HQCN 35 đầu 
chính chủ cần bán",Suzuki,Sport / Xipo,1999,43122,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123437213.htm,2025-11-28 15:50:25,209.0,33.343548,1,Giá CAO bất thường. AI dự đoán: 33.34 tr. (Cao hơn 527%)
6379,Cup 50,15.000.000 đ,6.31 tr,7.41 tr,"Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","🚀 BÁN CUB 50 CUSTOM - MÁY CHẤT, ĐỒ ĐẸP 🚀

📍 Địa điểm: Long An (Xem xe tại Ngã tư Bà Lát, Bình Chánh)
📞 Liên hệ: Đạt - ***

🔰 Chi tiết xe:
✅ Máy 54 dên đôn – Mạnh mẽ, bốc!
✅ Đầu Alpha, lòng TA, bình xăng NIBBI – Đảm bảo hiệu suất vượt trội
✅ Đồ CNC full xe – Xe lên đồ đẹp lung linh

🔥 Xe đang đợi spa xong, sẽ cập nhật hình ảnh chi tiết!

Ai quan tâm inbox/call ngay để chốt kèo nhanh nhé!


---",Honda,Cub,trước năm 1980,11000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123376457.htm,2025-11-28 15:50:25,15.0,7.2632427,1,Giá CAO bất thường. AI dự đoán: 7.26 tr. (Cao hơn 107%)
6387,Ex2010,51.000.000 đ,41.61 tr,48.85 tr,"Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","Ex 2010 đúng đời 5p71
Xe nhẹ nhàng làm cục máy zin mới làm10 củ
Lòng 150 bao nhẹ xe vặn là bon bon bền nhẹ
Ngay mình đứng tên",Yamaha,Exciter,2010,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123353724.htm,2025-11-28 15:50:25,51.0,28.907719,1,Giá CAO bất thường. AI dự đoán: 28.91 tr. (Cao hơn 76%)
6389,xe đẹp không có gì để bàn Dọn full đồ Nhật từ tron,23.500.000 đ,10.03 tr,11.77 tr,"Xã Đa Phước, Huyện Bình Chánh, Tp Hồ Chí Minh",Em cần bán một chiếc xe wave Anpha đời 2003￼ xe đẹp máy im xe dọn từ trong ra hai Đo￼Honda tất cả dàn mũ Honda xé bịch luôn tem ￼,Honda,Wave,2003,78900,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123353320.htm,2025-11-28 15:50:25,23.5,10.720827,1,Giá CAO bất thường. AI dự đoán: 10.72 tr. (Cao hơn 119%)
6393,Cần bán hoặc giao lưu xe nhỏ hơn,1.000.000 đ,75.13 tr,88.2 tr,"Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh",Cb400sf xuất xứ nhật bản bền bỉ theo thời gian. Ai muốn biết thêm chi tiết liên hệ,Honda,CB,2016,9000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123348361.htm,2025-11-28 15:50:25,1.0,17.447435,1,Giá RẺ bất thường. AI dự đoán: 17.45 tr. (Thấp hơn 94%)
6403,xe cổ,18.500.000 đ,22.87 tr,26.85 tr,"Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",Xe 50cổ chạy láp nhe zin nguyên bản còn bớt cho ae thiên chí xe giấy to hop lệ sang tên ok,Yamaha,Dòng khác,2000,10000,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123316750.htm,2025-11-28 15:50:25,18.5,9.182204,1,Giá CAO bất thường. AI dự đoán: 9.18 tr. (Cao hơn 101%)
6410,Sh ý 108,200.000.000 đ,111.75 tr,131.19 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","SH Ý 150 ĐỜI CAO SM 108, BSTP CHỈNH CHỦ ĐỨNG TÊN CAVET MÁY MÓC ZIN, CHƯA RỚT ĐẦU, NỒI ZIN, BAO MỞ NỒI CHO KIỂM TRA, PHUỘC OLINS REAL 813, CHẤT XE ZIN KHÔNG LAI 1 CON ỐC, XE SIÊU KENG, SIÊU ĐẸP, XE CHƯNG NHIỀU HƠN CHẠY",Honda,SH,2011,11000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123276703.htm,2025-11-28 15:50:25,200.0,110.25734,1,Giá CAO bất thường. AI dự đoán: 110.26 tr. (Cao hơn 81%)
6445,Xe máy,3.500.000.000 đ,7.57 tr,8.89 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","Xe còn đẹp, chỉ bị khói tí mọi thứ ok hết giấy tờ hợp lệ",Honda,Air Blade,2008,3000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123206144.htm,2025-11-28 15:50:25,3500.0,7.766733,1,Giá CAO bất thường. AI dự đoán: 7.77 tr. (Cao hơn 44964%)
6450,LX 150 ie 2012,13.500.000 đ,8.66 tr,10.17 tr,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","Xe rin máy êm, dàn ngoài đẹp .Giấy tờ chính chủ sang tên hay ủy quyền đều được. ĐT ***",Piaggio,LX,2012,25000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/123191424.htm,2025-11-28 15:50:25,13.5,7.4497547,1,Giá CAO bất thường. AI dự đoán: 7.45 tr. (Cao hơn 81%)
6452,chính chủ dư bộ áo như hình bán cho ai cần,1.986 đ,15.97 tr,18.75 tr,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",chính chủ 2013 zin êm bán ra tên uỷ quền,Honda,Air Blade,2015,52,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/122557960.htm,2025-11-28 15:50:25,0.001986,9.938579,1,Giá RẺ bất thường. AI dự đoán: 9.94 tr. (Thấp hơn 100%)
